Country,City or Region (if applicable),Resolution,Year,Month (if applicable),Pollutant,Concentration,Unit,Method of Measurement,Data Source (Link),(Comments)
India,Kolkata,Monthly,2016,5,PM2.5,34.66616022,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2016,6,PM2.5,30.40097902,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2016,7,PM2.5,32.28608108,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2016,8,PM2.5,32.21123139,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2016,9,PM2.5,21.44319444,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2016,10,PM2.5,68.15485636,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2016,11,PM2.5,167.8913616,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2016,12,PM2.5,195.0233784,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2017,1,PM2.5,174.6874317,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2017,2,PM2.5,142.7061189,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2017,3,PM2.5,69.98413133,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2017,4,PM2.5,45.75330396,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2017,5,PM2.5,40.47510373,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2017,6,PM2.5,32.97311978,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2017,7,PM2.5,33.38719346,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2017,8,PM2.5,34.07804878,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2017,9,PM2.5,35.50431755,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2017,10,PM2.5,47.66977058,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2017,11,PM2.5,113.1631498,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2017,12,PM2.5,166.9613314,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2018,1,PM2.5,226.4215924,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2018,2,PM2.5,123.3124251,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2018,3,PM2.5,81.83145161,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2018,4,PM2.5,42.18694268,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2018,5,PM2.5,32.840553,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2018,6,PM2.5,41.08024263,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2018,7,PM2.5,30.69011194,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2018,8,PM2.5,31.56854962,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2018,9,PM2.5,43.40619835,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2018,10,PM2.5,74.39192825,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2018,11,PM2.5,140.4159226,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Kolkata,Monthly,2018,12,PM2.5,163.370725,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Kolkata,
India,Mumbai,Monthly,2015,1,PM2.5,165.8,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2015,2,PM2.5,59.84516129,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2015,3,PM2.5,73.16100386,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2015,4,PM2.5,46.48392603,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2015,5,PM2.5,24.83937754,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2015,6,PM2.5,19.83270073,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2015,7,PM2.5,16.29867424,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2015,8,PM2.5,15.85569106,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2015,9,PM2.5,31.0191092,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2015,10,PM2.5,67.86048851,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2015,11,PM2.5,77.5016055,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2015,12,PM2.5,102.7956344,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2016,1,PM2.5,114.1123474,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2016,2,PM2.5,90.51823617,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2016,3,PM2.5,62.71145038,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2016,4,PM2.5,35.0019469,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2016,5,PM2.5,16.79972337,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2016,6,PM2.5,19.47591463,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2016,7,PM2.5,21.41799729,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2016,8,PM2.5,13.91839258,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2016,9,PM2.5,19.14488636,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2016,10,PM2.5,61.39129834,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2016,11,PM2.5,106.6861048,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2016,12,PM2.5,110.5364138,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2017,1,PM2.5,114.9767123,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2017,2,PM2.5,97.55039124,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2017,3,PM2.5,73.09252078,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2017,4,PM2.5,44.84231928,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2017,5,PM2.5,20.04076655,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2017,6,PM2.5,10.23630952,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2017,7,PM2.5,15.19887006,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2017,8,PM2.5,17.39800919,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2017,9,PM2.5,38.98676923,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2017,10,PM2.5,84.84591978,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2017,11,PM2.5,102.5914326,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2017,12,PM2.5,120.7210306,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2018,1,PM2.5,123.1351351,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2018,2,PM2.5,118.7854518,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2018,3,PM2.5,77.49986283,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2018,4,PM2.5,42.39487179,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2018,5,PM2.5,32.35007194,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2018,6,PM2.5,36.20944559,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2018,7,PM2.5,69.25380435,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2018,8,PM2.5,54.91547619,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2018,9,PM2.5,26.58333333,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2018,10,PM2.5,71.72280335,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2018,11,PM2.5,93.6404463,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Mumbai,Monthly,2018,12,PM2.5,87.18661417,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Mumbai,
India,Hyderabad,Monthly,2015,1,PM2.5,86.6,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2015,2,PM2.5,51.214,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2015,3,PM2.5,57.94626866,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2015,4,PM2.5,49.29312081,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2015,5,PM2.5,51.43543689,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2015,6,PM2.5,34.93960245,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2015,7,PM2.5,34.28270945,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2015,8,PM2.5,32.40030211,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2015,9,PM2.5,43.76624,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2015,10,PM2.5,65.97504216,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2015,11,PM2.5,66.49183673,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2015,12,PM2.5,65.09687075,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2016,1,PM2.5,74.4939441,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2016,2,PM2.5,61.09063401,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2016,3,PM2.5,62.05920471,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2016,4,PM2.5,48.67352113,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2016,5,PM2.5,41.19699454,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2016,6,PM2.5,35.53840361,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2016,7,PM2.5,25.33525377,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2016,8,PM2.5,24.70633484,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2016,9,PM2.5,34.30153203,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2016,10,PM2.5,70.14067568,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2016,11,PM2.5,94.82597765,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2016,12,PM2.5,97.08158996,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2017,1,PM2.5,86.41486486,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2017,2,PM2.5,82.3482699,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2017,3,PM2.5,63.84852321,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2017,4,PM2.5,73.79010654,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2017,5,PM2.5,49.07581121,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2017,6,PM2.5,27.77555556,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2017,7,PM2.5,27.36751773,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2017,8,PM2.5,31.24918699,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2017,9,PM2.5,38.6057423,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2017,10,PM2.5,69.85827538,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2017,11,PM2.5,67.50653686,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2017,12,PM2.5,93.83036437,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2018,1,PM2.5,92.07651822,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2018,2,PM2.5,73.02586989,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2018,3,PM2.5,74.42288022,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2018,4,PM2.5,51.33352354,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2018,5,PM2.5,47.19492308,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2018,6,PM2.5,38.4,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2018,7,PM2.5,25.09471366,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2018,8,PM2.5,17.03834423,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2018,9,PM2.5,45.99371728,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2018,10,PM2.5,61.07287449,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2018,11,PM2.5,60.75445682,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
India,Hyderabad,Monthly,2018,12,PM2.5,82.30150685,µg/m3,Measured,https://www.airnow.gov/index.cfm?action=airnow.global_summary#India$Hyderabad,
